,Smiles,Property,Value,Units
1309,CCCC(C)CC,Density,0.683,g/cm3
1310,CCCC(C)CC,Density,0.683,g/cm3
1311,CCCC(C)CC,Density,0.683,g/cm3
1312,CCCC(C)CC,Density,0.683,g/cm3
1313,CCC(C)CC,Density,0.66,g/cm3
1314,CCC(C)CC,Density,0.66,g/cm3
1315,CCC(C)CC,Density,0.66,g/cm3
1316,CCCCCC(=O)CC,Density,0.83,g/cm3
1317,CCCCCC(=O)CC,Density,0.83,g/cm3
1318,CCC(=O)CC,Density,0.81,g/cm3
1319,CCC(=O)CC,Density,0.81,g/cm3
1320,CCC(=O)CC,Density,0.81,g/cm3
1321,CCC(=O)CC,Density,0.81,g/cm3
1322,O=C1OC(Cl)C(Cl)O1,Density,1.591,g/cm3
1323,C=CCc1ccc(O)c(OC)c1,Density,1.066,g/cm3
1324,C=CCc1ccc(OC)cc1,Density,0.965,g/cm3
1325,CCCC(=O)CCC,Density,0.813,g/cm3
1326,CCCC(=O)CCC,Density,0.813,g/cm3
1327,CCCC(=O)CCC,Density,0.813,g/cm3
1328,CCCC(=O)CCC,Density,0.813,g/cm3
1329,CCCC(=O)CCC,Density,0.813,g/cm3
1330,CCCC(=O)CCC,Density,0.813,g/cm3
1331,CCCC(=O)CCC,Density,0.813,g/cm3
1332,CCCC(=O)CCC,Density,0.813,g/cm3
1333,CCCC(=O)CCC,Density,0.813,g/cm3
1334,CCCC(=O)CCC,Density,0.813,g/cm3
1335,CCCCO,Density,0.939,g/cm3
1336,CC(C)CC(C)O,Density,0.802,g/cm3
1337,CC(C)CC(C)O,Density,0.802,g/cm3
1338,CC(C)CC(C)O,Density,0.802,g/cm3
1339,CC(C)CC(C)O,Density,0.802,g/cm3
1340,CC(C)CC(C)O,Density,0.802,g/cm3
1341,CC(C)CC(C)O,Density,0.802,g/cm3
1342,CC(C)CC(C)O,Density,0.802,g/cm3
1343,CC(C)CC(C)O,Density,0.802,g/cm3
1344,CC(C)CC(C)O,Density,0.802,g/cm3
1345,CC(=O)CC(C)C,Density,0.797,g/cm3
1346,CC(=O)CC(C)C,Density,0.797,g/cm3
1347,CC(=O)CC(C)C,Density,0.797,g/cm3
1348,CC(=O)CC(C)C,Density,0.797,g/cm3
1349,CC(=O)CC(C)C,Density,0.797,g/cm3
1350,CC(=O)CC(C)C,Density,0.797,g/cm3
1351,CC(=O)CC(C)C,Density,0.797,g/cm3
1352,CC(=O)CC(C)C,Density,0.797,g/cm3
1353,CC(=O)CC(C)C,Density,0.797,g/cm3
1354,CC1CCC(O)CC1,Density,0.908,g/cm3
1355,CC1CCC(O)CC1,Density,0.908,g/cm3
1356,CC1CCC(=O)CC1,Density,0.908,g/cm3
1357,CC(C)(C)OC(=O)Nc1ccncc1,Density,0.975,g/cm3
1358,CC(C)(C)c1ccc(OCC2CO2)cc1,Density,1.038,g/cm3
1359,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1360,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1361,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1362,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1363,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1364,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1365,CCCCC(CC)CCC(C)O,Density,0.83,g/cm3
1366,CCCC(CC)CCCC(C)O,Density,0.836,g/cm3
1367,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1368,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1369,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1370,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1371,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1372,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1373,CCCCC(CC)CCC(O)CC,Density,0.838,g/cm3
1374,CCC(O)CCC(CC)CC,Density,0.836,g/cm3
1375,CCC(O)CCC(CC)CC,Density,0.832,g/cm3
1376,CCC(O)CCC(CC)CC,Density,0.836,g/cm3
1377,CCC(O)CCC(CC)CC,Density,0.836,g/cm3
1378,CCCCC(C)(CC)CCC(O)CCC,Density,0.829,g/cm3
1379,CCOC(C)OCC,Density,0.753,g/cm3
1380,CC(=O)[O-],Density,0.934,g/cm3
1381,CC(=O)O,Density,1.049,g/cm3
1382,CC(=O)OC(C)=O,Density,1.082,g/cm3
1383,CC(C)=O,Density,0.79,g/cm3
1384,CC(C)=O,Density,0.788,g/cm3
1385,CC#N,Density,0.786,g/cm3
1386,C#C,Density,1,g/cm3
1387,C#Cc1ccccc1,Density,0.929,g/cm3
1388,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Density,1.015,g/cm3
1389,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Density,1.051,g/cm3
1390,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Density,1.59,g/cm3
1391,C=CC=O,Density,0.839,g/cm3
1392,C=C(Cl)C=O,Density,1.199,g/cm3
1393,C=C(C)C=O,Density,0.847,g/cm3
1394,C=CC(N)=O,Density,1.122,g/cm3
1395,C=CCOc1ccccc1C,Density,0.95,g/cm3
1396,C=CCOc1cccc(C)c1,Density,0.9564,g/cm3
1397,C=CCOc1ccc(C)cc1,Density,0.97,g/cm3
1398,C=CCSCC=C,Density,0.887,g/cm3
1399,C=CCOC(C)=O,Density,0.928,g/cm3
1400,C=CCCC(=O)O,Density,0.981,g/cm3
1401,C=CCOC(=O)CC(C)=O,Density,1.037,g/cm3
1402,C=CCO,Density,0.847,g/cm3
1403,C=CCO,Density,0.847,g/cm3
1404,C=CCO,Density,0.854,g/cm3
1405,C=CCN,Density,0.761,g/cm3
1406,C=CCOCc1ccccc1,Density,0.959,g/cm3
1407,C=CCBr,Density,1.398,g/cm3
1408,C=CCOCCCC,Density,0.783,g/cm3
1409,C=CCOC(=O)CCC,Density,0.902,g/cm3
1410,C=CCCl,Density,0.939,g/cm3
1411,C=CCCl,Density,0.932,g/cm3
1412,C=CCCl,Density,0.932,g/cm3
1413,C=CCOC(=O)CCl,Density,1.159,g/cm3
1414,C=CCOC(=O)Cl,Density,1.136,g/cm3
1415,C=CCC#N,Density,0.834,g/cm3
1416,C=CCOC(=O)CC#N,Density,1.065,g/cm3
1417,C=CCOCC,Density,0.76,g/cm3
1418,C=CCOC=O,Density,0.946,g/cm3
1419,C=CCOCC1CO1,Density,0.962,g/cm3
1420,C=CCI,Density,1.837,g/cm3
1421,C=CCN=C=O,Density,0.94,g/cm3
1422,C=CCOC(C)C,Density,0.7764,g/cm3
1423,C=CCOC,Density,0.978,g/cm3
1424,C=CCS(=O)(=O)c1ccccc1,Density,1.189,g/cm3
1425,C=CCOc1ccccc1,Density,0.978,g/cm3
1426,C=CCN,Density,0.758,g/cm3
1427,C=CCN,Density,0.758,g/cm3
1428,C=CCc1ccccc1,Density,0.892,g/cm3
1429,C=CCOCC1CO1,Density,0.962,g/cm3
1430,CCCCCOC(C)=O,Density,0.871,g/cm3
1431,CCCCCOC(C)=O,Density,0.871,g/cm3
1432,CCCCCOC(C)=O,Density,0.871,g/cm3
1433,CCCCCOCCCCC,Density,0.799,g/cm3
1434,CCCCCOCCCCC,Density,0.799,g/cm3
1435,CCCCCOCCCCC,Density,0.799,g/cm3
1436,CCCCCOCCCCC,Density,0.799,g/cm3
1437,CCCCCOCCCCC,Density,0.799,g/cm3
1438,CCCCCOCCCCC,Density,0.799,g/cm3
1439,CCCCCOCCCCC,Density,0.799,g/cm3
1440,CCCCCOCCCCC,Density,0.799,g/cm3
1441,O=[Cr](=O)=O,Density,1.035,g/cm3
1442,Nc1ccccc1,Density,1.022,g/cm3
1443,COc1ccccc1,Density,0.995,g/cm3
1444,O=Cc1ccccc1,Density,1.041,g/cm3
1445,c1ccccc1,Density,0.874,g/cm3
1446,c1ccccc1,Density,0.874,g/cm3
1447,c1ccccc1,Density,0.874,g/cm3
1448,c1ccccc1,Density,0.874,g/cm3
1449,c1ccccc1,Density,0.874,g/cm3
1450,c1ccccc1,Density,0.874,g/cm3
1451,c1ccccc1,Density,0.874,g/cm3
1452,c1ccccc1,Density,0.874,g/cm3
1453,O=C([O-])c1ccccc1,Density,1.07,g/cm3
1454,N#Cc1ccccc1,Density,1.01,g/cm3
1455,CC(=O)OCc1ccccc1,Density,1.051,g/cm3
1456,CC(=O)OCc1ccccc1,Density,1.04,g/cm3
1457,OCc1ccccc1,Density,1.045,g/cm3
1458,OCc1ccccc1,Density,1.041,g/cm3
1459,O=C(OCc1ccccc1)c1ccccc1,Density,1.0573,g/cm3
1460,O=C(OCc1ccccc1)c1ccccc1,Density,1.04,g/cm3
1461,c1ccc(-c2ccccc2)cc1,Density,0.992,g/cm3
1462,O=C(CCCCC(=O)OCC1CCC2OC2C1)OCC1CCC2OC2C1,Density,1.149,g/cm3
1463,BrC(Br)Br,Density,2.894,g/cm3
1464,CCCC,Density,0.877,g/cm3
1465,CCCCS,Density,0.837,g/cm3
1466,CCCCS,Density,0.837,g/cm3
1467,CCCCS,Density,0.837,g/cm3
1468,CCCCS,Density,0.837,g/cm3
1469,CCCCS,Density,0.837,g/cm3
1470,CCCCS,Density,0.837,g/cm3
1471,CCCCS,Density,0.837,g/cm3
1472,CCCCO,Density,0.812,g/cm3
1473,CCCCO,Density,0.812,g/cm3
1474,CCCCO,Density,0.812,g/cm3
1475,CCCCOCCOC(=O)c1cccnc1,Density,0.866,g/cm3
1476,CCCCOC=O,Density,0.888,g/cm3
1477,CCCCCCCCCCCCCCCCCC(=O)OCCCC,Density,0.854,g/cm3
1478,CCCCCCCCCCCCCCCCCC(=O)OCCCC,Density,0.854,g/cm3
1479,CCCCCCCCCCCCCCCCCC(=O)OCCCC,Density,0.85,g/cm3
1480,CCCCCCCCCCCCCCCCCC(=O)OCCCC,Density,0.854,g/cm3
1481,CCCCc1ccccc1,Density,0.856,g/cm3
1482,CCCCc1ccccc1,Density,0.856,g/cm3
1483,CCCCc1ccccc1,Density,0.856,g/cm3
1484,CCCCc1ccccc1,Density,0.856,g/cm3
1485,CCCCc1ccccc1,Density,0.856,g/cm3
1486,CCCCc1ccccc1,Density,0.856,g/cm3
1487,CCCCc1ccccc1,Density,0.856,g/cm3
1488,CCCCc1ccccc1,Density,0.856,g/cm3
1489,CCCCc1ccccc1,Density,0.856,g/cm3
1490,CCCC=O,Density,0.799,g/cm3
1491,CCCC=O,Density,0.799,g/cm3
1492,CCCC(=O)[O-],Density,0.9022,g/cm3
1493,CCCC(=O)O,Density,0.955,g/cm3
1494,O=C1CCCO1,Density,1.051,g/cm3
1495,O=C1CCCO1,Density,1.051,g/cm3
1496,O=C1CCCO1,Density,1.051,g/cm3
1497,CCCC#N,Density,0.786,g/cm3
1498,CCCC#N,Density,0.786,g/cm3
1499,CCCCCCCCCC(=O)O,Density,0.923,g/cm3
1500,CCCCCC(=O)O,Density,0.923,g/cm3
1501,CCCCCC#N,Density,0.801,g/cm3
1502,CCCCCC#N,Density,0.801,g/cm3
1503,CCCCCC#N,Density,0.801,g/cm3
1504,CCCCCC#N,Density,0.801,g/cm3
1505,CCCCCC#N,Density,0.801,g/cm3
1506,CCCCCC#N,Density,0.801,g/cm3
1507,CCCCCC#N,Density,0.801,g/cm3
1508,CCCCCC#N,Density,0.801,g/cm3
1509,CCCCCC#N,Density,0.801,g/cm3
1510,CCCCCC#N,Density,0.801,g/cm3
1511,CCCCCCCC(=O)O,Density,0.905,g/cm3
1512,CCCCCCCC(=O)O,Density,0.905,g/cm3
1513,CCCCCCCC#N,Density,0.81,g/cm3
1514,CCCCCCCC#N,Density,0.81,g/cm3
1515,CCCCCCCC#N,Density,0.81,g/cm3
1516,CCCCCCCC#N,Density,0.81,g/cm3
1517,CCCCCCCC#N,Density,0.81,g/cm3
1518,CCCCCCCC#N,Density,0.81,g/cm3
1519,ClC(Cl)(Cl)Cl,Density,1.584,g/cm3
1520,ClC(Cl)(Cl)Cl,Density,1.594,g/cm3
1521,S=C=S,Density,1.266,g/cm3
1522,O=C([O-])[O-],Density,1.355,g/cm3
1523,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.532,g/cm3
1524,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.58,g/cm3
1525,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.519-1.531,g/cm3
1526,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.582-1.630,g/cm3
1527,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.535-1.547,g/cm3
1528,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.62-1.64,g/cm3
1529,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.583-1.62,g/cm3
1530,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.61,g/cm3
1531,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.498-1.524,g/cm3
1532,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.541,g/cm3
1533,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.541,g/cm3
1534,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.489-1.528,g/cm3
1535,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.545-1.585,g/cm3
1536,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.508-1.548,g/cm3
1537,OCC1O[C@@H](O[C@@H]2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Density,1.55,g/cm3
1538,[Cl-],Density,1.07,g/cm3
1539,CC(C)(O)CCl,Density,1.059,g/cm3
1540,CC(C)(O)CCl,Density,1.059,g/cm3
1541,CC(C)(O)CCl,Density,1.059,g/cm3
1542,CC(C)(C)c1ccccc1Cl,Density,1.039,g/cm3
1543,O=C([O-])CCl,Density,1.19,g/cm3
1544,Clc1ccccc1,Density,1.107,g/cm3
1545,ClC(Cl)Cl,Density,1.492,g/cm3
1546,O=C([O-])Cl,Density,1.253,g/cm3
1547,O=C([O-])C=Cc1ccccc1,Density,1.07,g/cm3
1548,C/C=C/C(=O)[O-],Density,0.94,g/cm3
1549,C1CCCCC1,Density,0.779,g/cm3
1550,C1CCCCC1,Density,0.774,g/cm3
1551,OC1CCCCC1,Density,0.948,g/cm3
1552,OC1CCCCC1,Density,0.968,g/cm3
1553,O=C1CCCCC1,Density,0.943,g/cm3
1554,O=C1CCCCC1,Density,0.947,g/cm3
1555,C1CCC2OC2C1,Density,0.97,g/cm3
1556,CC(=O)OC1CCCCC1,Density,0.966,g/cm3
1557,NC1CCCCC1,Density,0.862,g/cm3
1558,Cc1ccccc1C1CCCCC1,Density,0.923,g/cm3
1559,C1CCCC1,Density,0.74,g/cm3
1560,C1CCCC1,Density,0.74,g/cm3
1561,C1CCCC1,Density,0.74,g/cm3
1562,OC1CCCC1,Density,0.949,g/cm3
1563,C1CC2OC2C1,Density,0.964,g/cm3
1564,CCCCCCCCCC(=O)[O-],Density,0.886,g/cm3
1565,CCC(O)CC(O)(CN)CC(O)CC,Density,1.018,g/cm3
1566,CCC(O)CC(O)(CN)CC(O)CC,Density,1.018,g/cm3
1567,CC(O)CC(O)(CN)CC(C)O,Density,1.042,g/cm3
1568,CC(=O)CC(C)(C)O,Density,0.931,g/cm3
1569,C=CCNCC=C,Density,0.787,g/cm3
1570,C=CCOCC=C,Density,0.803,g/cm3
1571,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,Density,0.932,g/cm3
1572,CCCCNCCCC,Density,0.756,g/cm3
1573,CCOCC,Density,0.708,g/cm3
1574,CCOC(=O)/C=C\C(=O)OCC,Density,1.064,g/cm3
1575,CCOC(=O)/C=C\C(=O)OCC,Density,1.064,g/cm3
1576,CCOC(=O)/C=C\C(=O)OCC,Density,1.064,g/cm3
1577,CCOC(=O)CC(=O)OCC,Density,1.051,g/cm3
1578,CCNCC,Density,0.702,g/cm3
1579,OCCOCCO,Density,1.128,g/cm3
1580,OCCOCCO,Density,1.128,g/cm3
1581,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1582,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1583,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1584,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1585,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1586,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1587,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1588,CCCCCCc1ccccc1CCCCCC,Density,0.87,g/cm3
1589,CC(C)CC(=O)CC(C)C,Density,0.806,g/cm3
1590,CC(C)C(=O)C(C)C,Density,0.806,g/cm3
1591,CC(C)NC(C)C,Density,0.712,g/cm3
1592,CC(C)NC(C)C,Density,0.712,g/cm3
1593,COC(=O)CN(CCN(CC(=O)OC)Cc1ccccc1OC(C)=O)Cc1ccccc1OC(C)=O,Density,1.152,g/cm3
1594,CS(C)=O,Density,1.101,g/cm3
1595,c1ccc(Oc2ccccc2)cc1,Density,1.073,g/cm3
1596,CCCNCCC,Density,0.736,g/cm3
1597,CCCNCCC,Density,0.736,g/cm3
1598,CCCNCCC,Density,0.736,g/cm3
1599,CCCNCCC,Density,0.736,g/cm3
1600,CCOC(C)COC(C)CO,Density,1.043,g/cm3
1601,C=CC=C,Density,0.773,g/cm3
1602,CCCCCCCCCCCC(=O)[O-],Density,0.8639,g/cm3
1603,BrCC1CO1,Density,1.601,g/cm3
1604,ClCC1CO1,Density,1.183,g/cm3
1605,FCC1CO1,Density,1.067,g/cm3
1606,CCO,Density,0.786,g/cm3
1607,CCO,Density,0.786,g/cm3
1608,CCO,Density,0.785,g/cm3
1609,[CH2]C,Density,0.754,g/cm3
1610,CCOC(C)=O,Density,0.902,g/cm3
1611,CCOC(=O)CC#N,Density,1.056,g/cm3
1612,CCOC(C)=O,Density,0.924,g/cm3
1613,CCOC(C)=O,Density,0.917,g/cm3
1614,CCOC(C)=O,Density,1.183,g/cm3
1615,CCOC=O,Density,0.916,g/cm3
1616,CCOC(=O)CC,Density,0.888,g/cm3
1617,CCOC(=O)CC,Density,0.888,g/cm3
1618,CCOC(=O)CC,Density,0.888,g/cm3
1619,CCSCC,Density,0.831,g/cm3
1620,CCSCC,Density,0.831,g/cm3
1621,CCSCC,Density,0.831,g/cm3
1622,CCSCC,Density,0.831,g/cm3
1623,CCSCC,Density,0.831,g/cm3
1624,CCSCC,Density,0.831,g/cm3
1625,CCSCC,Density,0.831,g/cm3
1626,CCc1ccccc1,Density,0.863,g/cm3
1627,CCc1ccccc1,Density,0.863,g/cm3
1628,CCc1ccccc1,Density,0.863,g/cm3
1629,CCc1ccccc1,Density,0.863,g/cm3
1630,CCc1ccccc1,Density,0.863,g/cm3
1631,CCc1ccccc1,Density,0.863,g/cm3
1632,CCc1ccccc1,Density,0.863,g/cm3
1633,CCc1ccccc1,Density,0.863,g/cm3
1634,CCc1ccccc1,Density,0.863,g/cm3
1635,CCc1ccccc1,Density,0.87,g/cm3
1636,CCc1ccccc1,Density,0.863,g/cm3
1637,CCc1ccccc1,Density,0.863,g/cm3
1638,CCc1ccccc1,Density,0.863,g/cm3
1639,CCc1ccccc1,Density,0.863,g/cm3
1640,CCc1ccccc1,Density,0.863,g/cm3
1641,CCc1ccccc1,Density,0.863,g/cm3
1642,CCc1ccccc1,Density,0.863,g/cm3
1643,CCc1ccccc1,Density,0.863,g/cm3
1644,CCc1ccccc1,Density,0.863,g/cm3
1645,CCc1ccccc1,Density,0.863,g/cm3
1646,CCc1ccccc1,Density,0.863,g/cm3
1647,CCc1ccccc1,Density,0.863,g/cm3
1648,CCc1ccccc1,Density,0.863,g/cm3
1649,CCc1ccccc1,Density,0.863,g/cm3
1650,CCc1ccccc1,Density,0.863,g/cm3
1651,O=C1OCCO1,Density,1.321,g/cm3
1652,ClCCCl,Density,1.256,g/cm3
1653,CC(=O)O.CC(=O)O.OCCO,Density,1.128,g/cm3
1654,CC(=O)O.CC(=O)O.OCCO,Density,1.128,g/cm3
1655,C(COCC1CO1)OCC1CO1,Density,1.134,g/cm3
1656,C(COCC1CO1)OCC1CO1,Density,1.134,g/cm3
1657,CCCCOCCO,Density,0.903,g/cm3
1658,CCOCCO,Density,0.93,g/cm3
1659,CCOCCOCC,Density,0.842,g/cm3
1660,COCCOC,Density,0.867,g/cm3
1661,C1CO1,Density,0.891,g/cm3
1662,BrC=C(Br)Br,Density,2.708,g/cm3
1663,CCCCCC(CC)OC(C)=O,Density,0.87,g/cm3
1664,Fc1ccccc1,Density,1.02,g/cm3
1665,Fc1ccccc1,Density,1.02,g/cm3
1666,NC=O,Density,1.129,g/cm3
1667,NC=O,Density,1.129,g/cm3
1668,NC=O,Density,1.134,g/cm3
1669,O=C[O-],Density,0.9651,g/cm3
1670,OCc1ccco1,Density,1.135,g/cm3
1671,c1coc(COCC2CO2)c1,Density,1.122,g/cm3
1672,O=[C-]CCCC#[O+],Density,1.324,g/cm3
1673,OCC(O)CO,Density,1.261,g/cm3
1674,OCC1CO1,Density,1.117,g/cm3
1675,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC1CO1,Density,1.006,g/cm3
1676,CC(C)OCC1CO1,Density,0.924,g/cm3
1677,ClC(Cl)(Cl)C(Cl)(Cl)Cl,Density,2.091,g/cm3
1678,CCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(=O)O,Density,0.8602,g/cm3
1679,Fc1c(F)c(F)c(F)c(F)c1F,Density,1.612,g/cm3
1680,CN(C)P(=O)(N(C)C)N(C)C,Density,1.03,g/cm3
1681,CCCCCC,Density,0.659,g/cm3
1682,CCCCCC(=O)O.CCCCCC(=O)O,Density,0.8837,g/cm3
1683,CCCCCCc1c(C)cccc1C,Density,0.86,g/cm3
1684,CCCCCCc1ccccc1CC,Density,0.868,g/cm3
1685,CC(=O)OCCC(C)C,Density,0.868,g/cm3
1686,CC(C)CCOC(=O)CC(C)C,Density,0.853,g/cm3
1687,CC(C)CCOC(=O)CC(C)C,Density,0.853,g/cm3
1688,CC(C)CCCC(=O)[O-],Density,0.868,g/cm3
1689,CC(C)CO,Density,0.803,g/cm3
1690,COCC(C)C,Density,0.7645,g/cm3
1691,CC(C)COC(=O)C(C)C,Density,0.855,g/cm3
1692,CC(=O)OCC(C)C,Density,0.871,g/cm3
1693,CC(=O)OCC(C)C,Density,0.871,g/cm3
1694,CC(=O)OCC(C)C,Density,1.19,g/cm3
1695,CC(=O)OCC(C)C,Density,0.886,g/cm3
1696,CC(=O)OCC(C)C,Density,0.8896,g/cm3
1697,CC(C)COC=O,Density,0.881,g/cm3
1698,CC(C)COC=O,Density,0.881,g/cm3
1699,CC(C)COC=O,Density,0.881,g/cm3
1700,CC(C)COC=O,Density,0.881,g/cm3
1701,CC(C)COC=O,Density,0.881,g/cm3
1702,CC(C)CN,Density,0.729,g/cm3
1703,CC(C)CN,Density,0.729,g/cm3
1704,CC(C)C(=O)O,Density,0.95,g/cm3
1705,CC1=CC(=O)CC(C)(C)C1,Density,0.923,g/cm3
1706,CC(C)O,Density,0.785,g/cm3
1707,CC(=O)OC(C)C,Density,0.868,g/cm3
1708,CC(=O)OC(C)C,Density,0.872,g/cm3
1709,CC(C)N,Density,0.694,g/cm3
1710,CC(C)c1ccccc1,Density,0.857,g/cm3
1711,CC(C)c1ccccc1,Density,0.857,g/cm3
1712,CC(C)c1ccccc1,Density,0.857,g/cm3
1713,CC(C)c1ccccc1,Density,0.857,g/cm3
1714,CC(C)c1ccccc1,Density,0.857,g/cm3
1715,CC(C)c1ccccc1,Density,0.857,g/cm3
1716,CC(C)c1ccccc1,Density,0.857,g/cm3
1717,CC(C)c1ccccc1,Density,0.857,g/cm3
1718,CC(C)c1ccccc1,Density,0.857,g/cm3
1719,CC(C)c1ccccc1,Density,0.857,g/cm3
1720,CC(C)c1ccccc1,Density,0.857,g/cm3
1721,CC(C)c1ccccc1,Density,0.86,g/cm3
1722,CC(C)c1ccccc1,Density,0.857,g/cm3
1723,CC(C)c1ccccc1,Density,0.857,g/cm3
1724,CC(C)c1ccccc1,Density,0.857,g/cm3
1725,CC(C)c1ccccc1,Density,0.857,g/cm3
