,Smiles,Property,Value,Units
1726,CC(C)c1ccccc1,Density,0.857,g/cm3
1727,CC(C)c1ccccc1,Density,0.857,g/cm3
1728,CC(C)CC(=O)O,Density,0.923,g/cm3
1729,CC(C)CC(=O)O,Density,0.923,g/cm3
1730,O=C([O-])CC(=O)[O-],Density,1.449,g/cm3
1731,CC(=O)C=C(C)C,Density,0.85,g/cm3
1732,CC(=O)C=C(C)C,Density,0.85,g/cm3
1733,CC(=O)C=C(C)C,Density,0.85,g/cm3
1734,CC(=O)C=C(C)C,Density,0.85,g/cm3
1735,CC(=O)C=C(C)C,Density,0.858,g/cm3
1736,CC(=O)C=C(C)C,Density,0.85,g/cm3
1737,CC(=O)C=C(C)C,Density,0.85,g/cm3
1738,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1739,Cc1cc(C)cc(C)c1,Density,0.864,g/cm3
1740,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1741,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1742,Cc1cc(C)cc(C)c1,Density,0.874,g/cm3
1743,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1744,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1745,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1746,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1747,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1748,Cc1cc(C)cc(C)c1,Density,0.874,g/cm3
1749,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1750,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1751,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1752,Cc1cc(C)cc(C)c1,Density,0.861,g/cm3
1753,C=C(C)C(N)=O,Density,1.1,g/cm3
1754,C=C(C)C#N,Density,0.795,g/cm3
1755,C=C(C)C#N,Density,0.795,g/cm3
1756,C=C(C)C#N,Density,0.795,g/cm3
1757,C=C(C)C#N,Density,0.795,g/cm3
1758,C=C(C)C#N,Density,0.795,g/cm3
1759,C=C(C)C#N,Density,0.795,g/cm3
1760,C=C(C)C#N,Density,0.795,g/cm3
1761,CO,Density,0.791,g/cm3
1762,[CH3],Density,0.7511,g/cm3
1763,COC(C)=O,Density,0.932,g/cm3
1764,COC(C)=O,Density,0.935,g/cm3
1765,CCCC(=O)OC,Density,0.875,g/cm3
1766,CCCC(=O)OC,Density,0.875,g/cm3
1767,CCCC(=O)OC,Density,0.875,g/cm3
1768,CCCC(=O)OC,Density,0.875,g/cm3
1769,CCC(C)=O,Density,0.805,g/cm3
1770,CC(=O)CCC(C)C,Density,0.888,g/cm3
1771,CC(=O)CC(C)C,Density,0.801,g/cm3
1772,C=C(C)C(=O)OC,Density,0.795,g/cm3
1773,CCCC(C)=O,Density,0.802,g/cm3
1774,COC(=O)c1ccccc1O,Density,0.836,g/cm3
1775,COC(=O)c1ccccc1O,Density,0.836,g/cm3
1776,COC(=O)c1ccccc1O,Density,0.836,g/cm3
1777,CC12C=CC(C1)C(C(=O)O)C2C(=O)O,Density,1.232,g/cm3
1778,CC1CCCCC1,Density,0.765,g/cm3
1779,CC1CCCCC1,Density,0.765,g/cm3
1780,CC1CCCC1,Density,0.744,g/cm3
1781,CC1CCCC1,Density,0.744,g/cm3
1782,C1COCCN1,Density,0.999,g/cm3
1783,CC(=O)N(C)C,Density,0.937,g/cm3
1784,CN(C)C=O,Density,0.944,g/cm3
1785,CCC(O)CNCCO,Density,1.027,g/cm3
1786,CCCCN(CCO)CCO,Density,0.965,g/cm3
1787,CCCCN(CCO)CCO,Density,0.965,g/cm3
1788,C=CCNc1ccccc1,Density,0.982,g/cm3
1789,CN1CCOCC1,Density,0.924,g/cm3
1790,CN1CCCC1=O,Density,1.033,g/cm3
1791,CN1CCOCC1,Density,0.924,g/cm3
1792,CC(C)(C)CCCCCC(=O)[O-],Density,0.882,g/cm3
1793,O=[N+]([O-])c1ccccc1,Density,1.196,g/cm3
1794,C[N+](=O)[O-],Density,1.127,g/cm3
1795,CCCCC[C@@H](CC(=O)O)C(=O)O,Density,0.8689,g/cm3
1796,CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)O,Density,0.904,g/cm3
1797,CCCCCCCC,Density,0.698,g/cm3
1798,CCCCCCCC(=O)[O-],Density,0.8719,g/cm3
1799,CCCCCCCC/C=C\CCCCCCCC(=O)O,Density,0.887,g/cm3
1800,CCCCCCCC/C=C\CCCCCCCC(=O)O,Density,0.887,g/cm3
1801,CCCCCCCC/C=C\CCCCCCCC(=O)O,Density,0.887,g/cm3
1802,CCCCCCCC/C=C\CCCCCCCC(=O)O,Density,0.887,g/cm3
1803,CCCCC,Density,0.873,g/cm3
1804,CCCCCO,Density,0.81,g/cm3
1805,CCCCCO,Density,0.81,g/cm3
1806,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Density,1.883,g/cm3
1807,CCOc1ccccc1,Density,0.961,g/cm3
1808,CCOc1ccccc1,Density,0.961,g/cm3
1809,Oc1ccccc1,Density,1.071,g/cm3
1810,COc1c(OC(C)=O)ccc(C)c1C,Density,1.165,g/cm3
1811,CC(C)(C)C(=O)[O-],Density,0.866,g/cm3
1812,C=CCC,Density,0.86,g/cm3
1813,C=CCC,Density,0.868,g/cm3
1814,C=CCC,Density,0.868,g/cm3
1815,C=CCC,Density,0.87,g/cm3
1816,C=C,Density,2.36,g/cm3
1817,C=C,Density,2,g/cm3
1818,C=C,Density,196,g/cm3
1819,C=C,Density,54,g/cm3
1820,C=C,Density,3.9,g/cm3
1821,C=C,Density,260,g/cm3
1822,C=C,Density,39,g/cm3
1823,C=C,Density,43.6,g/cm3
1824,C=C,Density,18.5,g/cm3
1825,C[Si](C)=O,Density,0.98,g/cm3
1826,C=C,Density,0.9232,g/cm3
1827,C=C,Density,0.9219,g/cm3
1828,C=C,Density,0.9228,g/cm3
1829,C=C,Density,0.9218,g/cm3
1830,C=C,Density,0.9188,g/cm3
1831,C=C,Density,0.9334,g/cm3
1832,C=C,Density,0.9549,g/cm3
1833,C=C,Density,0.9554,g/cm3
1834,C=C,Density,0.9207,g/cm3
1835,C=C,Density,0.9225,g/cm3
1836,C=C,Density,0.906,g/cm3
1837,C=C,Density,0.926,g/cm3
1838,C=C,Density,0.98,g/cm3
1839,C=C,Density,0.969,g/cm3
1840,C=C,Density,0.968,g/cm3
1841,C=C,Density,0.952,g/cm3
1842,C=C,Density,0.947,g/cm3
1843,C=C,Density,0.943,g/cm3
1844,C=C,Density,0.933,g/cm3
1845,C=C,Density,0.931,g/cm3
1846,C=C,Density,0.919,g/cm3
1847,C=C,Density,0.928,g/cm3
1848,C=C,Density,0.957,g/cm3
1849,C=C,Density,0.925,g/cm3
1850,C=C,Density,0.941,g/cm3
1851,C=C,Density,0.936,g/cm3
1852,C=C,Density,0.934,g/cm3
1853,C=C,Density,0.914,g/cm3
1854,C=C,Density,0.919,g/cm3
1855,C=C,Density,0.936,g/cm3
1856,C=C,Density,0.917,g/cm3
1857,C=C,Density,0.91,g/cm3
1858,C=C,Density,0.917,g/cm3
1859,C=C,Density,0.925,g/cm3
1860,C=C,Density,0.929,g/cm3
1861,C=C,Density,0.9142,g/cm3
1862,C=C,Density,0.954,g/cm3
1863,C=C,Density,1,g/cm3
1864,C=C,Density,0.855,g/cm3
1865,C=C,Density,0.855,g/cm3
1866,C=C,Density,0.887,g/cm3
1867,C=C,Density,0.811,g/cm3
1868,C=C,Density,0.998,g/cm3
1869,C=C,Density,0.852,g/cm3
1870,CCC,Density,0.888,g/cm3
1871,C=C(C)Br,Density,1.362,g/cm3
1872,C=C(C)Cl,Density,0.899,g/cm3
1873,CCC(=O)[O-],Density,0.9173,g/cm3
1874,CCC(=O)OC(=O)CC,Density,1.007,g/cm3
1875,CCC#N,Density,0.777,g/cm3
1876,CCCOC(C)=O,Density,0.888,g/cm3
1877,CC1COC(=O)O1,Density,1.189,g/cm3
1878,CC(O)CO,Density,1.036,g/cm3
1879,CCCCOCC(C)O,Density,0.885,g/cm3
1880,CCCOCC(C)O,Density,0.885,g/cm3
1881,CC(O)COC(C)(C)C,Density,0.874,g/cm3
1882,COCC(C)O,Density,0.922,g/cm3
1883,CC1CO1,Density,0.83,g/cm3
1884,c1ccncc1,Density,0.978,g/cm3
1885,c1ccncc1,Density,0.978,g/cm3
1886,C=Cc1ccccc1,Density,0.9059,g/cm3
1887,c1ccc(C2CO2)cc1,Density,1.054,g/cm3
1888,C=Cc1ccccc1N,Density,1.608,g/cm3
1889,C=Cc1ccccc1Br,Density,1.46,g/cm3
1890,C=Cc1ccccc1Cl,Density,1.08,g/cm3
1891,C=Cc1ccccc1CC,Density,0.8955,g/cm3
1892,C=Cc1ccccc1F,Density,1.025,g/cm3
1893,C=Cc1ccccc1O,Density,1.0609,g/cm3
1894,C=Cc1ccccc1OC,Density,1.0049,g/cm3
1895,C=Cc1ccccc1C,Density,0.917,g/cm3
1896,C=Cc1cccc(Br)c1,Density,1.406,g/cm3
1897,C=Cc1cccc(Cl)c1,Density,1.09,g/cm3
1898,C=Cc1cccc(C#N)c1,Density,1.083,g/cm3
1899,C=Cc1cccc(F)c1,Density,1.025,g/cm3
1900,C=Cc1cccc(O)c1,Density,1.0468,g/cm3
1901,C=Cc1cccc(OC)c1,Density,0.9999,g/cm3
1902,C=Cc1cccc(C)c1,Density,0.89,g/cm3
1903,C=Cc1cccc([N+](=O)[O-])c1,Density,1.07,g/cm3
1904,C=Cc1ccc(OC(C)=O)cc1,Density,1.06,g/cm3
1905,C=Cc1ccc(N)cc1,Density,1.014,g/cm3
1906,C=Cc1ccc(Br)cc1,Density,1.4,g/cm3
1907,C=Cc1ccc(Cl)cc1,Density,1.155,g/cm3
1908,C=Cc1ccc(OCC)cc1,Density,0.99,g/cm3
1909,C=Cc1ccc(CC)cc1,Density,0.8925,g/cm3
1910,C=Cc1ccc(F)cc1,Density,1.024,g/cm3
1911,C=Cc1ccc(OC)cc1,Density,0.994,g/cm3
1912,C=Cc1ccc(C)cc1,Density,0.897,g/cm3
1913,ClC(Cl)=C(Cl)Cl,Density,1.623,g/cm3
1914,CCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCC(=O)O,Density,0.87,g/cm3
1915,C1CCOC1,Density,0.885,g/cm3
1916,C1CCOC1,Density,0.885,g/cm3
1917,C1CCOC1,Density,0.889,g/cm3
1918,OCC1CCCO1,Density,1.05,g/cm3
1919,OCC1CCCO1,Density,1.054,g/cm3
1920,O=S1(=O)CCCC1,Density,1.261,g/cm3
1921,CN(C)C(=O)N(C)C,Density,0.971,g/cm3
1922,c1ccsc1,Density,1.059,g/cm3
1923,Cc1ccccc1,Density,0.862,g/cm3
1924,Cc1ccccc1,Density,0.862,g/cm3
1925,Cc1ccccc1,Density,0.862,g/cm3
1926,Cc1ccccc1,Density,0.862,g/cm3
1927,Cc1ccccc1,Density,0.862,g/cm3
1928,Cc1ccccc1,Density,0.862,g/cm3
1929,Cc1ccccc1,Density,0.862,g/cm3
1930,Cc1ccccc1,Density,0.862,g/cm3
1931,Cc1ccccc1,Density,0.862,g/cm3
1932,Cc1ccccc1,Density,0.862,g/cm3
1933,Cc1ccccc1,Density,0.862,g/cm3
1934,Cc1ccccc1,Density,0.862,g/cm3
1935,Cc1ccccc1,Density,0.862,g/cm3
1936,Cc1ccccc1,Density,0.862,g/cm3
1937,Cc1ccccc1,Density,0.862,g/cm3
1938,Cc1ccccc1,Density,0.862,g/cm3
1939,Cc1ccccc1,Density,0.862,g/cm3
1940,Cc1ccccc1,Density,0.862,g/cm3
1941,Cc1ccccc1,Density,0.862,g/cm3
1942,Cc1ccccc1,Density,0.862,g/cm3
1943,Cc1ccccc1,Density,0.862,g/cm3
1944,Cc1ccccc1,Density,0.865,g/cm3
1945,Cc1ccccc1,Density,0.862,g/cm3
1946,Cc1ccccc1,Density,0.862,g/cm3
1947,Cc1ccccc1,Density,0.862,g/cm3
1948,CCCCOB(OCCCC)OCCCC,Density,0.854,g/cm3
1949,CCCCOB(OCCCC)OCCCC,Density,0.854,g/cm3
1950,CCCCOB(OCCCC)OCCCC,Density,0.854,g/cm3
1951,ClC=C(Cl)Cl,Density,1.463,g/cm3
1952,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,Density,1.143,g/cm3
1953,CCN(CC)CC,Density,0.723,g/cm3
1954,CCN(CC)CC,Density,0.723,g/cm3
1955,CCN(CC)CC,Density,0.723,g/cm3
1956,CCN(CC)CC,Density,0.723,g/cm3
1957,CCN(CC)CC,Density,0.723,g/cm3
1958,O=C([O-])C(F)(F)F,Density,1.203,g/cm3
1959,O=C(O)C(F)(F)F,Density,1.48,g/cm3
1960,CCCCC(=O)O,Density,0.936,g/cm3
1961,CCCCC(=O)O,Density,0.936,g/cm3
1962,CCCCC#N,Density,0.795,g/cm3
1963,CCCCC#N,Density,0.795,g/cm3
1964,CCCCC#N,Density,0.795,g/cm3
1965,CCCCC#N,Density,0.795,g/cm3
1966,CCCCC#N,Density,0.795,g/cm3
1967,C=CC1CO1,Density,0.87,g/cm3
1968,O,Density,0.998,g/cm3
1969,Cc1cccnc1,Density,0.953,g/cm3
1970,O=C1CCO1,Density,1.146,g/cm3
1971,C1CC[C@H]2CCCC[C@H]2C1,Density,0.896,g/cm3
1972,C1CC[C@H]2CCCC[C@H]2C1,Density,0.893,g/cm3
1973,C1CC[C@H]2CCCC[C@H]2C1,Density,0.893,g/cm3
1974,C1CC[C@H]2CCCC[C@H]2C1,Density,0.893,g/cm3
1975,C1CC[C@H]2CCCC[C@H]2C1,Density,0.893,g/cm3
1976,O=C1CCCCCO1,Density,1.03,g/cm3
1977,O=C1CCCO1,Density,1.12,g/cm3
1978,O=C1CCCO1,Density,1.12,g/cm3
1979,Cc1cccc(O)c1,Density,1.037,g/cm3
1980,Cc1cccc(O)c1,Density,1.037,g/cm3
1981,Cc1cccc(O)c1,Density,1.034,g/cm3
1982,Cc1cccc(F)c1,Density,0.994,g/cm3
1983,Cc1cccc(N)c1,Density,0.985,g/cm3
1984,Cc1cccc(C)c1,Density,0.86,g/cm3
1985,Cc1cccc(C)c1,Density,0.86,g/cm3
1986,Cc1cccc(C)c1,Density,0.86,g/cm3
1987,Cc1cccc(C)c1,Density,0.86,g/cm3
1988,Cc1cccc(C)c1,Density,0.86,g/cm3
1989,Cc1cccc(C)c1,Density,0.86,g/cm3
1990,Cc1cccc(C)c1,Density,0.86,g/cm3
1991,Cc1cccc(C)c1,Density,0.86,g/cm3
1992,Cc1cccc(C)c1,Density,0.86,g/cm3
1993,Cc1cccc(C)c1,Density,0.86,g/cm3
1994,Cc1cccc(C)c1,Density,0.86,g/cm3
1995,Cc1cccc(C)c1,Density,0.86,g/cm3
1996,Cc1cccc(C)c1,Density,0.86,g/cm3
1997,Cc1cccc(C)c1,Density,0.86,g/cm3
1998,Cc1cccc(C)c1,Density,0.86,g/cm3
1999,Cc1cccc(C)c1,Density,0.86,g/cm3
2000,Cc1cccc(C)c1,Density,0.86,g/cm3
2001,Cc1cccc(C)c1,Density,0.86,g/cm3
2002,CCCCO,Density,0.812,g/cm3
2003,CCCCO,Density,0.812,g/cm3
2004,CCCCO,Density,0.81,g/cm3
2005,CCCCOC(C)=O,Density,0.882,g/cm3
2006,CCCCOC(C)=O,Density,0.877,g/cm3
2007,CCCCOC(C)=O,Density,0.877,g/cm3
2008,CCCCOC(C)=O,Density,0.877,g/cm3
2009,CCCCOC=O,Density,0.888,g/cm3
2010,CCCCOCC,Density,0.746,g/cm3
2011,CCCCOCC,Density,0.746,g/cm3
2012,CCCCOCC1CO1,Density,0.91,g/cm3
2013,CCCCN,Density,0.736,g/cm3
2014,CCCCN,Density,0.736,g/cm3
2015,CCCCN,Density,0.736,g/cm3
2016,CCCCC(=O)[O-],Density,0.888,g/cm3
2017,CCCCCCCCCC,Density,0.726,g/cm3
2018,CCCCCCCCCCCC,Density,0.775,g/cm3
2019,CCCCCCCCCCCC,Density,0.746,g/cm3
2020,CCCCCCCCCCCC,Density,0.746,g/cm3
2021,CCCCCCCCCCCC,Density,0.746,g/cm3
2022,CCCCCCCCCCCCc1cc(C)ccc1Oc1ccc(C)cc1CCCCCCCCCCCC,Density,0.889,g/cm3
2023,CCCCCCCCCCCCc1cc(C)ccc1Oc1ccc(C)cc1CCCCCCCCCCCC,Density,0.889,g/cm3
2024,CCCCCCCCCCCCc1cc(C(C)(C)C)ccc1Oc1ccc(C(C)(C)C)cc1CCCCCCCCCCCC,Density,0.881,g/cm3
2025,CCCCCCCCCCCCc1cc(C(C)(C)C)ccc1Oc1ccc(C(C)(C)C)cc1CCCCCCCCCCCC,Density,0.881,g/cm3
2026,CCCCCCCCCCCCOc1ccccc1,Density,0.891,g/cm3
2027,CCCCCCCCCCCCOc1ccccc1,Density,0.891,g/cm3
2028,CCCCCCCCCCCCOc1ccccc1,Density,0.891,g/cm3
2029,CCCCCCC,Density,0.68,g/cm3
2030,CCCCCCC,Density,0.68,g/cm3
2031,CCCCCCC,Density,0.68,g/cm3
2032,CCCCCCC,Density,0.684,g/cm3
2033,CCCCCCC,Density,0.68,g/cm3
2034,CCCCCCC,Density,0.68,g/cm3
2035,CCCCCC,Density,0.655,g/cm3
2036,CCCCCC,Density,0.655,g/cm3
2037,CCCCCC,Density,0.655,g/cm3
2038,CCCCCCCCC,Density,0.714,g/cm3
2039,CCCCCCCCC,Density,0.714,g/cm3
2040,CCCCCCCCC,Density,0.714,g/cm3
2041,CCCCCCCC,Density,0.703,g/cm3
2042,CCCCCO,Density,0.811,g/cm3
2043,CCCO,Density,0.804,g/cm3
2044,CCCO,Density,0.806,g/cm3
2045,CCCO,Density,0.806,g/cm3
2046,CCCOC(C)=O,Density,0.883,g/cm3
2047,CCCOC(C)=O,Density,0.883,g/cm3
2048,CCCOC(C)=O,Density,0.883,g/cm3
2049,CCCOCCC,Density,0.753,g/cm3
2050,CCCN,Density,0.713,g/cm3
2051,CCCN,Density,0.713,g/cm3
2052,CCCN,Density,0.713,g/cm3
2053,CCCc1ccccc1,Density,0.858,g/cm3
2054,CCCc1ccccc1,Density,0.858,g/cm3
2055,CCCc1ccccc1,Density,0.858,g/cm3
2056,CCCc1ccccc1,Density,0.858,g/cm3
2057,CCCc1ccccc1,Density,0.858,g/cm3
2058,CCCc1ccccc1,Density,0.858,g/cm3
2059,CCCc1ccccc1,Density,0.858,g/cm3
2060,CCCc1ccccc1,Density,0.858,g/cm3
2061,CCCc1ccccc1,Density,0.858,g/cm3
2062,CCCc1ccccc1,Density,0.858,g/cm3
2063,CCCc1ccccc1,Density,0.858,g/cm3
2064,CCCc1ccccc1,Density,0.856,g/cm3
2065,CCCc1ccccc1,Density,0.858,g/cm3
2066,CCCc1ccccc1,Density,0.858,g/cm3
2067,CCCc1ccccc1,Density,0.858,g/cm3
2068,CCCc1ccccc1,Density,0.858,g/cm3
2069,CCCc1ccccc1,Density,0.858,g/cm3
2070,CCCc1ccccc1,Density,0.858,g/cm3
2071,CCCc1ccccc1,Density,0.858,g/cm3
2072,CCCc1ccccc1,Density,0.858,g/cm3
2073,Cc1ccccc1F,Density,0.995,g/cm3
2074,Cc1ccccc1N,Density,0.994,g/cm3
2075,Cc1ccccc1C,Density,0.876,g/cm3
2076,Cc1ccccc1C,Density,0.87,g/cm3
2077,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2078,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2079,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2080,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2081,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2082,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2083,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2084,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2085,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2086,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2087,Cc1ccc(C(C)C)cc1,Density,0.853,g/cm3
2088,Cc1ccc(F)cc1,Density,0.994,g/cm3
2089,Cc1ccc(F)cc1,Density,0.995,g/cm3
2090,Cc1ccc(C)cc1,Density,0.857,g/cm3
2091,Cc1ccc(C)cc1,Density,0.857,g/cm3
2092,Cc1ccc(C)cc1,Density,0.857,g/cm3
2093,Cc1ccc(C)cc1,Density,0.857,g/cm3
2094,Cc1ccc(C)cc1,Density,0.857,g/cm3
2095,Cc1ccc(C)cc1,Density,0.857,g/cm3
2096,Cc1ccc(C)cc1,Density,0.857,g/cm3
2097,Cc1ccc(C)cc1,Density,0.857,g/cm3
2098,Cc1ccc(C)cc1,Density,0.857,g/cm3
2099,Cc1ccc(C)cc1,Density,0.857,g/cm3
2100,Cc1ccc(C)cc1,Density,0.857,g/cm3
2101,Cc1ccc(C)cc1,Density,0.857,g/cm3
2102,Cc1ccc(C)cc1,Density,0.857,g/cm3
2103,Cc1ccc(C)cc1,Density,0.857,g/cm3
2104,Cc1ccc(C)cc1,Density,0.857,g/cm3
2105,Cc1ccc(C)cc1,Density,0.866,g/cm3
2106,Cc1ccc(C)cc1,Density,0.857,g/cm3
2107,Cc1ccc(C)cc1,Density,0.857,g/cm3
2108,Cc1ccc(C)cc1,Density,0.857,g/cm3
2109,Cc1ccc(C)cc1,Density,0.857,g/cm3
2110,Cc1ccc(C)cc1,Density,0.857,g/cm3
2111,Cc1ccc(C)cc1,Density,0.857,g/cm3
2112,Cc1ccc(C)cc1,Density,0.857,g/cm3
2113,Cc1ccc(C)cc1,Density,0.857,g/cm3
2114,CCC(C)OC(C)=O,Density,0.868,g/cm3
2115,CCC(C)OC(C)=O,Density,0.868,g/cm3
2116,CCC(C)N,Density,0.72,g/cm3
2117,CCC(C)N,Density,0.72,g/cm3
2118,CCC(C)c1ccccc1,Density,0.858,g/cm3
2119,CCC(C)c1ccccc1,Density,0.858,g/cm3
2120,CCC(C)c1ccccc1,Density,0.858,g/cm3
2121,CCC(C)c1ccccc1,Density,0.858,g/cm3
2122,CCC(C)c1ccccc1,Density,0.858,g/cm3
2123,CCC(C)c1ccccc1,Density,0.858,g/cm3
2124,CCC(C)c1ccccc1,Density,0.858,g/cm3
2125,CCC(C)c1ccccc1,Density,0.858,g/cm3
2126,CCC(C)c1ccccc1,Density,0.858,g/cm3
2127,CCC(C)c1ccccc1,Density,0.858,g/cm3
2128,CCC(C)c1ccccc1,Density,0.858,g/cm3
2129,CCC(C)c1ccccc1,Density,0.858,g/cm3
2130,CCC(C)c1ccccc1,Density,0.858,g/cm3
2131,CCC(C)c1ccccc1,Density,0.858,g/cm3
2132,CCC(C)c1ccccc1,Density,0.858,g/cm3
2133,CCC(C)c1ccccc1,Density,0.858,g/cm3
2134,CCC(C)c1ccccc1,Density,0.858,g/cm3
2135,CCC(C)c1ccccc1,Density,0.858,g/cm3
2136,CCC(C)c1ccccc1,Density,0.856,g/cm3
2137,CCC(C)c1ccccc1,Density,0.858,g/cm3
2138,CC(C)(C)O,Density,0.781,g/cm3
2139,CC(C)(C)OCC1CO1,Density,0.917,g/cm3
2140,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2141,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2142,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2143,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2144,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2145,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2146,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2147,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2148,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2149,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2150,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2151,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2152,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2153,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2154,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2155,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2156,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2157,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2158,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2159,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2160,Cc1ccccc1C(C)(C)C,Density,0.858,g/cm3
2161,Cl/C=C/Cl,Density,1.257,g/cm3
2162,Cl/C=C/Cl,Density,1.257,g/cm3
2163,C1CC[C@H]2CCCC[C@@H]2C1,Density,0.867,g/cm3
2164,C1CC[C@H]2CCCC[C@@H]2C1,Density,0.867,g/cm3
